"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"2uFaJJtFpPDc5Pa95XzTvg",Let It Snow! Let It Snow! Let It Snow!,Dean Martin,45,0,5,NO,2023-11-21,83,false,117146,A Winter Romance,1959-01-01,0.451,0.24,1,-14.014,1,0.0351,0.912,0.00000245,0.175,0.701,134.009,4
"1IcR6RlgvDczfvoWJSSY2A",It's the Most Wonderful Time of the Year,Andy Williams,46,0,4,NO,2023-11-21,71,false,151000,The Andy Williams Christmas Album,1963-01-01,0.234,0.526,2,-11.656,1,0.0411,0.871,0.00000234,0.122,0.649,201.739,3
"0XzWcSh30W1H1o4ZiyI90j",Floden,"Emma Steinbakken, Hver gang vi møtes",47,-1,-14,NO,2023-11-21,63,false,212962,Hver Gang Vi Møtes 2023,2023-04-14,0.443,0.438,6,-9.78,1,0.0276,0.246,0.0000518,0.116,0.148,90.012,3
"7Fjz93GKhU5LlTacFAO8ze",Automatic,C.Gambino,48,-7,-24,NO,2023-11-21,76,true,130666,Automatic,2023-09-22,0.701,0.516,10,-12.243,0,0.275,0.151,0.821,0.103,0.673,180.088,4
"7BLccqmJOTWPVLB7VODQSv",Let It Ache,Juliera,49,0,1,NO,2023-11-21,74,false,187500,Let It Ache,2023-08-27,0.477,0.741,4,-7.328,0,0.0437,0.401,0.0,0.0883,0.17,112.045,4
"1aILoZDz3wsIKO4Nj6aLgz",ER DETTE TIL Å OVERLEVE,"Beathoven, Randi Oline",50,-6,-19,NO,2023-11-21,62,false,166615,ER DETTE TIL Å OVERLEVE,2023-10-13,0.7,0.802,8,-6.627,0,0.0684,0.0576,0.000226,0.0955,0.501,130.016,4
"6BWgLorAwF17ofyu8361HM",Cast,"Shallipopi, ODUMODUBLVCK",1,0,1,NG,2023-11-21,65,true,129123,Presido La Pluto,2023-11-10,0.91,0.844,6,-4.224,1,0.0735,0.075,0.0000122,0.0297,0.876,113.027,4
"0zVk3uuV9UhxAt48F3OL12",Holy Ghost,Omah Lay,2,0,-1,NG,2023-11-21,66,false,186153,Holy Ghost,2023-11-09,0.823,0.415,5,-10.845,0,0.0637,0.471,0.0316,0.128,0.488,113.976,4
"4E8EciYYzTKF4REO51XQiS",DND,Rema,3,0,1,NG,2023-11-21,66,false,166000,RAVAGE,2023-10-26,0.788,0.819,5,-5.795,1,0.0327,0.0127,0.0,0.225,0.2,107.003,4
"35MU2MEhQMw0NhXZztAP9m",BLOOD ON THE DANCE FLOOR (feat. Bloody Civilian and Wale),"ODUMODUBLVCK, Bloody Civilian, Wale",4,0,-1,NG,2023-11-21,72,true,233571,EZIOKWU,2023-10-06,0.689,0.835,1,-6.364,0,0.144,0.256,0.0000114,0.22,0.769,111.966,4
"5ZtK8XAVnoaGdBXZWCEVCY",Lonely At The Top,Asake,5,0,2,NG,2023-11-21,77,false,157714,Work Of Art,2023-06-15,0.778,0.801,6,-7.326,0,0.106,0.692,0.000155,0.0912,0.914,104.986,4
"4RoKNqyZ9622tcAeNPNv5k",City Boys,Burna Boy,6,0,0,NG,2023-11-21,83,true,153346,I Told Them...,2023-08-24,0.808,0.634,2,-6.764,0,0.172,0.0851,0.0,0.127,0.569,100.03,4
"5mhM7bfzv52bzfCzlq8vH1",Ngozi,"Crayon, Ayra Starr",7,0,3,NG,2023-11-21,75,false,221217,Trench to Triumph,2023-07-21,0.903,0.428,6,-14.557,1,0.247,0.0335,0.00000623,0.0623,0.503,115.029,4
"22zSEWIqoJuGeRI2CIfHpU",Oscroh (Pepperline),Shallipopi,8,0,0,NG,2023-11-21,56,true,164675,Presido La Pluto,2023-11-10,0.908,0.688,1,-6.885,1,0.0596,0.176,0.00000258,0.0912,0.715,112.006,4
"2GG6ETOQ8jiXcKYrwhNi0M",NYEM EGO (feat. Jeriq),"Blaqbonez, Jeriq",9,0,0,NG,2023-11-21,65,false,155500,Emeka Must Shine,2023-10-27,0.746,0.876,6,-5.972,0,0.147,0.568,0.000141,0.205,0.93,112.47,3
"25k1dcqUAmq4uYKUFj7u3o",My G,Kizz Daniel,10,0,5,NG,2023-11-21,66,false,160770,Maverick,2023-07-27,0.788,0.728,8,-4.024,1,0.053,0.504,0.0019,0.273,0.874,103.017,4
"4nFrcGM7MY1mpoQCC7Kefj",Me & U,Tems,11,0,2,NG,2023-11-21,81,false,192935,Me & U,2023-10-05,0.775,0.662,10,-7.755,1,0.0408,0.117,0.0648,0.0928,0.257,112.014,4
"19IAoqAkRQ5tC1U0p7SWpZ",Sharpally,Young Jonn,12,0,4,NG,2023-11-21,68,false,163361,Sharpally,2023-07-21,0.815,0.644,8,-5.692,1,0.082,0.35,0.00000804,0.205,0.567,119.02,4
"2H0w7oYDjUvgsFlNQ5swIg",Basquiat,Asake,13,0,-2,NG,2023-11-21,73,false,134482,Work Of Art,2023-06-15,0.825,0.767,5,-7.893,1,0.0418,0.547,0.0000046,0.0914,0.857,115.957,4
"2pIQ4AKOtPukeUltnNsTWZ",Things on Things,Shallipopi,14,0,-2,NG,2023-11-21,56,false,196179,Presido La Pluto,2023-11-10,0.942,0.703,5,-6.524,0,0.145,0.0951,0.0,0.399,0.655,114.997,4
"747cO9FmyVvRCrsRusfwdL",reason,Omah Lay,15,0,-1,NG,2023-11-21,65,false,147363,Boy Alone (Deluxe),2023-06-14,0.753,0.693,2,-8.111,1,0.245,0.373,0.000234,0.12,0.869,107.985,4
"487d7D0DF6hPsXQmW5g8pn",Evil Receive,Shallipopi,16,0,-11,NG,2023-11-21,58,true,231157,Presido La Pluto,2023-11-10,0.845,0.686,10,-5.573,0,0.131,0.361,0.0,0.127,0.699,107.99,4
"1mk8ZC9OeTZMr8Wy31LqRj",FEEL,Davido,17,-2,0,NG,2023-11-21,74,false,154512,Timeless,2023-03-30,0.837,0.831,2,-6.21,1,0.08,0.0923,0.176,0.0819,0.529,111.978,4
"4jcrO2T6XJ1B7hXsAEJ3ve",Pidgin & English,Bnxn,18,0,7,NG,2023-11-21,67,true,218657,"Sincerely, Benson",2023-10-04,0.771,0.399,6,-7.876,0,0.122,0.406,0.0000493,0.115,0.0885,115.985,5
"3EfMWIEGQB24dQv5x4Hwvx",DOG EAT DOG II (feat. Cruel Santino and Bella Shmurda),"ODUMODUBLVCK, Cruel Santino, Bella Shmurda",19,0,9,NG,2023-11-21,63,true,240000,EZIOKWU,2023-10-06,0.698,0.568,7,-8.314,1,0.211,0.116,0.00492,0.152,0.243,95.268,4
"5dVJTSZhL2n81ZkT4PZu0x",Jinja,Olamide,20,-1,1,NG,2023-11-21,69,false,155019,Unruly,2023-08-08,0.898,0.735,4,-7.374,0,0.109,0.113,0.00592,0.173,0.403,95.992,4
"7K9wl9YIk1nCnTKNE1K3ta",Trouble Maker,Rema,21,0,-3,NG,2023-11-21,63,true,155500,RAVAGE,2023-10-26,0.643,0.639,3,-6.033,0,0.121,0.178,0.0,0.122,0.963,194.137,4
"4bE2eWDiGBzRgfTl5IPBW4",Ask About Me,Mohbad,22,0,-2,NG,2023-11-21,67,true,175820,Blessed,2023-06-30,0.738,0.692,5,-8.753,0,0.0713,0.119,0.00936,0.0453,0.834,111.972,4
"1JqxgXNhqWpFss7nZzlwOz",Giza (feat. Seyi Vibez),"Burna Boy, Seyi Vibez",23,0,1,NG,2023-11-21,64,true,179485,I Told Them...,2023-08-24,0.785,0.696,5,-7.105,1,0.0919,0.164,0.0000149,0.149,0.594,116.067,4
"7sFukIJffFFLwnazXIbqP5",KUBOLOR (feat. Amaarae),"ODUMODUBLVCK, Amaarae",24,0,-2,NG,2023-11-21,67,true,129056,EZIOKWU,2023-10-06,0.575,0.724,11,-7.331,0,0.268,0.327,0.000116,0.302,0.71,105.96,4
"0QdQh3umB7stVOExuHlWvl",DECLAN RICE,ODUMODUBLVCK,25,0,4,NG,2023-11-21,63,true,124000,EZIOKWU,2023-10-06,0.723,0.785,7,-6.38,1,0.243,0.0349,0.00293,0.0897,0.645,187.967,4
"1hVU0YUYyYvTh6cUJv9LHo",Red Potion,Rema,26,0,0,NG,2023-11-21,61,true,174033,RAVAGE,2023-10-26,0.71,0.796,6,-5.04,0,0.0339,0.169,0.0000267,0.106,0.616,101.957,4
"59sAr7NvZDeH7oYrkiyZcQ",Aquafina,Young Jonn,27,0,4,NG,2023-11-21,67,false,168103,Aquafina,2023-04-28,0.821,0.619,6,-9.496,0,0.102,0.0286,0.00000493,0.118,0.388,115.949,4
"08PSIQHP9odhZKX87tlK56",LIKE ICE SPICE,Blaqbonez,28,0,7,NG,2023-11-21,59,false,123434,Emeka Must Shine,2023-10-27,0.72,0.582,3,-7.854,0,0.297,0.126,0.0,0.231,0.804,178.943,4
"3qH7uGwlgr7tmoL4ksRhPi",Jaga Jaga (with Babyboy AV),"Victony, Babyboy AV",29,0,1,NG,2023-11-21,66,false,226000,Jaga Jaga (with Babyboy AV),2023-09-29,0.914,0.406,1,-7.735,0,0.103,0.697,0.0843,0.0914,0.825,102.991,4
"6TBpPOmLOa1mInpq3PIz6N",Obapluto (feat. Pa Monday-Edo),"Shallipopi, Pa Monday-Edo",30,0,4,NG,2023-11-21,58,false,170605,Planet Pluto,2023-07-14,0.815,0.923,6,-3.753,0,0.0875,0.209,0.0,0.255,0.622,114.009,4
"5WAFaje0Cs3hHhNqjUIfY6",Ex Convict,Shallipopi,31,0,13,NG,2023-11-21,56,true,202605,Ex Convict,2023-07-05,0.87,0.82,1,-5.369,1,0.0634,0.355,0.0,0.184,0.509,111.965,4
"5F4OfeowSReF93KcH2eUcG",Xtra Cool,Young Jonn,32,-3,4,NG,2023-11-21,71,true,150000,Xtra Cool,2022-09-23,0.843,0.725,6,-7.282,0,0.0539,0.165,0.00357,0.0948,0.556,120.0,4
"5bh6Uoxkt8Jjzhr1C4ibiD",COMMEND,ODUMODUBLVCK,33,0,10,NG,2023-11-21,65,true,148800,EZIOKWU,2023-10-06,0.599,0.58,5,-9.143,0,0.265,0.138,0.0,0.13,0.649,72.64,3
"0YeUYYOh25Cn57DKTC8uS4",GWAGWALADA,"Bnxn, Kizz Daniel, Seyi Vibez",34,0,3,NG,2023-11-21,62,false,188985,"Sincerely, Benson",2023-10-04,0.854,0.731,9,-5.568,1,0.0485,0.136,0.00548,0.131,0.598,113.018,4
"1poRETjajYVQloCYiNN7IC",Smooth Criminal,Rema,35,-3,-12,NG,2023-11-21,61,true,195500,RAVAGE,2023-10-26,0.69,0.859,7,-4.849,1,0.0934,0.0118,0.0,0.164,0.219,118.067,4
"1n3JvneU8FhfldfTQ8BdZs","2:30",Asake,36,0,3,NG,2023-11-21,69,false,138305,Work Of Art,2023-06-15,0.866,0.702,8,-8.965,1,0.136,0.331,0.000156,0.0519,0.861,117.99,4
"7vKXc90NT5WBm3UTT4iTVG",KANTE (feat. Fave),"Davido, Fave",37,0,3,NG,2023-11-21,72,false,194040,Timeless,2023-03-30,0.724,0.809,6,-5.022,0,0.0929,0.182,0.0,0.0765,0.606,99.005,4
"5ycsqezujKrwviU3VFhci1",Terminator,Asake,38,0,0,NG,2023-11-21,70,false,155897,Mr. Money With The Vibe,2022-09-07,0.804,0.688,0,-6.794,1,0.0531,0.171,0.00448,0.0958,0.852,117.032,4
"19fCpJYZVtBKyOtIvEnDv0",Don't Leave,Rema,39,0,-6,NG,2023-11-21,69,true,185500,RAVAGE,2023-10-26,0.677,0.78,1,-5.098,1,0.0667,0.00423,0.0,0.619,0.582,104.987,4
"1V0fn2z6DXgpCAeyC0qd9k",Wet on Me,"Shallipopi, Zerrydl",40,0,-21,NG,2023-11-21,58,true,137795,Presido La Pluto,2023-11-10,0.942,0.497,1,-9.251,1,0.0764,0.0315,0.0000234,0.043,0.674,114.99,4
"6WUdooO1NS5LZadjGNwY5U",Puff & Pass,Zerrydl,41,0,9,NG,2023-11-21,64,false,161462,Puff & Pass,2023-07-09,0.851,0.951,10,-3.993,0,0.0451,0.0757,0.185,0.428,0.842,113.022,4
"7ydy7ryXw7XM5QtE3bNYaW",NO SLEEP $$$ (feat. Young Jonn),"Blaqbonez, Young Jonn",42,0,4,NG,2023-11-21,63,false,187368,Emeka Must Shine,2023-10-27,0.708,0.737,0,-6.679,0,0.143,0.434,0.0,0.144,0.662,113.958,4
"05A6mr7C2bP7uPrEQrj9qk","Tested, Approved & Trusted",Burna Boy,43,0,7,NG,2023-11-21,60,false,220394,I Told Them...,2023-08-23,0.821,0.482,6,-9.976,1,0.0941,0.161,0.00000271,0.0885,0.647,93.043,4
"7CIhImlbs2RtT58oKnvROT",Puff & Pass (Remix),"Zerrydl, Shallipopi",44,0,-3,NG,2023-11-21,62,true,161515,Puff & Pass (Remix),2023-10-20,0.881,0.936,1,-4.275,1,0.0522,0.0513,0.00277,0.406,0.819,113.013,4
"44G2gUVQvNNZ6w3i05tR4n",Sensational (feat. Davido & Lojay),"Chris Brown, Davido, Lojay",45,-3,-3,NG,2023-11-21,73,true,231109,"11:11",2023-11-10,0.774,0.609,6,-7.077,1,0.126,0.101,0.0,0.117,0.797,100.008,4
"1YgIvHDTvi1vosins1jyAC",Amapiano,"Asake, Olamide",46,0,3,NG,2023-11-21,70,true,165000,Work Of Art,2023-06-15,0.852,0.599,5,-8.608,0,0.091,0.245,0.0,0.151,0.668,111.992,4
"5GEJ9JlbSlPleQU3yb2P5y",Lowkey!,Mayorkun,47,0,3,NG,2023-11-21,59,false,213710,Lowkey!,2023-10-12,0.734,0.783,1,-8.696,0,0.0344,0.115,0.0000495,0.146,0.634,112.055,4
"4yZIlBKbrvOfQlhR0oZvwS",Rhythm & Blues,Ayra Starr,48,-3,-3,NG,2023-11-21,72,false,144026,Rhythm & Blues,2023-09-12,0.589,0.661,1,-9.031,1,0.28,0.0166,0.0000135,0.158,0.619,217.969,4
"731NDNG7VQOA2KBnS43jqr",PRAY,Bnxn,49,0,1,NG,2023-11-21,59,false,177931,"Sincerely, Benson",2023-10-04,0.782,0.594,1,-6.337,1,0.0414,0.157,0.48,0.137,0.681,116.027,4
"35UGCXaOBmhBUmKK81NQBH",PARIWO,"Mohbad, Bella Shmurda",50,0,-2,NG,2023-11-21,65,false,120439,Blessed,2023-06-30,0.771,0.636,7,-7.731,0,0.0632,0.262,0.000551,0.153,0.764,106.997,4
"05DrM4jF73TZFu1h7sl26w",DELLALI (feat. Hamza),"ElGrandeToto, Hamza",1,0,0,MA,2023-11-21,70,true,182037,DELLALI (feat. Hamza),2023-11-08,0.572,0.565,1,-7.664,0,0.173,0.697,0.0,0.169,0.152,96.246,4
"0e6eVGeec6asBnmE4gTYqA","3DABI",Draganov,2,0,1,MA,2023-11-21,69,true,202000,"3DABI",2023-07-20,0.744,0.394,8,-12.518,0,0.16,0.198,0.0,0.549,0.465,136.882,4
"6Yu03XnLWHxvBPbu7tzYBe",WELD LAADOUL,ElGrandeToto,3,-1,-1,MA,2023-11-21,65,true,218937,WELD LAADOUL,2023-10-26,0.652,0.576,7,-6.954,0,0.375,0.57,0.0,0.123,0.358,91.74,3
"6JI15EdgbGuhUjm4tWyIco",SEYA,"GIMS, Morad, SativaMusic",4,0,0,MA,2023-11-21,70,false,188484,LES DERNIÈRES VOLONTÉS DE MOZART (SYMPHONY),2023-10-05,0.798,0.681,10,-4.818,0,0.0722,0.219,0.00197,0.137,0.434,101.005,4
"5OInx13SpghEifbS5bQmwq",Dawk Lya,Snor,5,0,0,MA,2023-11-21,64,true,148062,Dawk Lya,2021-01-21,0.609,0.399,0,-11.177,0,0.0362,0.443,0.0633,0.0783,0.36,149.946,4
"1bsoYydWFNmocIOD2eeWI5",Hyati,Duke,6,0,0,MA,2023-11-21,63,false,155280,Hyati,2023-09-23,0.785,0.485,5,-9.028,0,0.157,0.353,0.0,0.0905,0.6,99.999,4
"2Pn4RjpmuYRMJTXWzTonXn",ZIGZAG,Bo9al,7,0,0,MA,2023-11-21,62,true,168042,ZIGZAG,2023-09-30,0.754,0.726,11,-6.563,0,0.332,0.267,0.000189,0.0955,0.6,143.057,4
"23iRPid7TsITfNxKGL0toM",KIF KIF,Lbenj,8,0,1,MA,2023-11-21,62,false,227826,KIF KIF,2023-07-16,0.544,0.726,10,-8.194,0,0.217,0.634,0.00224,0.103,0.866,68.425,4
"3ejjmzEsUfObGdmmQRVmM2",Qui sait ? (feat. ElGrandeToto),"Niro, ElGrandeToto",9,0,-1,MA,2023-11-21,69,true,190786,Taulier,2023-02-10,0.534,0.624,1,-6.406,0,0.116,0.712,0.000132,0.112,0.642,87.786,4
"2N0SPREDYqILVEFSsWF5N5",Love Me Again,V,10,0,14,MA,2023-11-21,90,false,182293,Layover,2023-08-11,0.633,0.607,0,-6.182,0,0.0532,0.183,0.00000138,0.167,0.363,74.029,4
"2jidjmWNeRmKgLjXhW52Gz","Our Blues, Our Life",Lim Young Woong,17,0,7,KR,2023-11-21,62,false,207386,IM HERO,2022-05-02,0.381,0.405,1,-7.325,1,0.0325,0.629,0.0,0.418,0.273,130.94,4
"5XWlyfo0kZ8LF7VSyfS4Ew",Drama,aespa,18,0,2,KR,2023-11-21,84,false,214973,Drama - The 4th Mini Album,2023-11-10,0.644,0.872,6,-1.54,0,0.0417,0.164,0.0,0.363,0.378,131.016,4
"4Cr43xPo7bwyCcL1g3yVCu",A bientot,Lim Young Woong,19,0,9,KR,2023-11-21,61,false,256372,IM HERO,2022-05-02,0.606,0.729,0,-4.555,1,0.0804,0.268,0.0,0.271,0.527,73.967,4
"5qyjy0xfsHNzWxvXkHVB85","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version","Jimin, JVKE, Fast & Furious: The Fast Saga, Kodak Black, NLE Choppa, Muni Long",20,0,6,KR,2023-11-21,70,false,62789,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",2023-05-09,0.782,0.533,10,-7.677,0,0.263,0.369,0.0,0.111,0.215,84.985,4
"0k0GtcnyQLMiXrdEDbLXmJ",Please Don't Change (feat. DJ Snake),"Jung Kook, DJ Snake",21,-4,-7,KR,2023-11-21,87,false,146684,GOLDEN,2023-11-03,0.797,0.743,11,-6.005,1,0.174,0.164,0.0000012,0.164,0.768,114.878,4
"3OdIiWnYRHPYtC313Z0Bwy",Face-off,Jimin,22,0,1,KR,2023-11-21,82,true,229627,FACE,2023-03-24,0.689,0.539,2,-7.671,0,0.048,0.178,0.0000145,0.106,0.239,119.949,4
"06Qo2fYR2KS1F7bL338iVT",Closer to You (feat. Major Lazer),"Jung Kook, Major Lazer",23,0,-7,KR,2023-11-21,87,false,170995,GOLDEN,2023-11-03,0.781,0.655,2,-7.073,0,0.0457,0.114,0.00249,0.103,0.493,113.031,4
"5ONOlTiqymhzwcFjqcIT6E",Hate You,Jung Kook,24,0,-11,KR,2023-11-21,88,false,154236,GOLDEN,2023-11-03,0.419,0.274,2,-9.321,1,0.0314,0.862,0.0,0.092,0.25,79.595,4
"5KfJvZ0PZzRdwFRaTUDAA7",Somebody,Jung Kook,25,-7,-8,KR,2023-11-21,87,false,168599,GOLDEN,2023-11-03,0.65,0.679,1,-5.557,0,0.0477,0.286,0.0,0.136,0.256,106.059,4
"3bNNvJA7hsGw0wSpGkfOBm",Too Sad to Dance,Jung Kook,26,0,-11,KR,2023-11-21,86,false,175911,GOLDEN,2023-11-03,0.558,0.467,10,-6.292,1,0.0809,0.611,0.0,0.105,0.563,100.518,4
"3gQ19Wo6CbBpdHYmt2GVt0",Kaiju no Hanauta,Vaundy,7,0,1,JP,2023-11-21,48,false,224804,strobo,2020-05-27,0.335,0.943,2,-3.176,1,0.067,0.00334,0.0,0.324,0.64,75.093,4
"74X2u8JMVooG2QbjRxXwR8",Perfect Night,LE SSERAFIM,8,0,1,JP,2023-11-21,89,false,159080,Perfect Night,2023-10-27,0.697,0.82,5,-4.502,1,0.0308,0.1,0.0,0.0631,0.502,136.054,4
"12usPU2WnqgCHAW1EK2dfd",青のすみか,Tatsuya Kitani,9,-1,2,JP,2023-11-21,84,false,196466,青のすみか,2023-07-07,0.479,0.898,1,-4.809,1,0.169,0.0134,0.0,0.297,0.639,151.99,4
"4NaaF28BeO9WzjDrSS71Nz",ダンスホール,Mrs. GREEN APPLE,10,0,0,JP,2023-11-21,77,false,203149,ダンスホール,2022-05-23,0.736,0.695,7,-3.87,1,0.0468,0.0209,0.0,0.0517,0.784,109.976,4
"02tNuntKQsoou5T4O8meyh",Hana,Fujii Kaze,11,0,-4,JP,2023-11-21,64,false,246699,Hana,2023-10-12,0.769,0.716,5,-8.203,0,0.0429,0.118,0.00659,0.158,0.66,123.031,4
"2cxcqKwQtfKq7giphxjzOu",晩餐歌,tuki.,12,0,0,JP,2023-11-21,75,false,215853,晩餐歌,2023-09-29,0.649,0.641,8,-4.665,1,0.0251,0.433,0.0,0.11,0.63,102.983,4
"4zrKPIygugUDKGFEjVwpSB",Subtitle,OFFICIAL HIGE DANDISM,13,0,1,JP,2023-11-21,60,false,305509,Subtitle,2022-10-12,0.649,0.683,6,-6.49,1,0.0424,0.0313,0.0,0.118,0.381,130.0,4
"170XOP1T4MvY9TLTgPw07D",Magic,Mrs. GREEN APPLE,14,0,-1,JP,2023-11-21,75,false,263106,ANTENNA,2023-07-04,0.671,0.758,7,-3.793,1,0.0474,0.0604,0.0,0.332,0.537,117.51,4
"5m21ZR5lO6U0tp9KENxuCc",I'm a mess,MY FIRST STORY,15,0,3,JP,2023-11-21,73,false,251333,X,2022-08-24,0.485,0.946,6,-3.721,0,0.11,0.0068,0.0,0.289,0.621,130.059,4
"5BC6kr6etk2Y9J62AyI4i3",青と夏,Mrs. GREEN APPLE,16,0,1,JP,2023-11-21,74,false,270026,Attitude,2019-10-01,0.31,0.891,4,-1.66,1,0.0469,0.00157,0.0,0.284,0.748,184.886,4
"1OG1NoKpZZLrMqMYCk9m84",LALALALA,Stray Kids,37,0,13,JP,2023-11-21,86,false,182224,ROCK-STAR,2023-11-10,0.705,0.849,0,-2.595,1,0.0493,0.0647,0.0,0.653,0.609,125.976,4
"2Dzzhb1oV5ckgOjWZLraIB",Overdose,natori,38,0,-2,JP,2023-11-21,79,false,197093,Overdose,2022-09-07,0.733,0.598,4,-9.453,0,0.0377,0.0307,0.000017,0.218,0.831,118.012,4
"1zd35Y44Blc1CwwVbW3Qnk",群青,YOASOBI,39,0,1,JP,2023-11-21,76,false,248026,THE BOOK,2021-01-06,0.725,0.853,10,-3.193,1,0.0516,0.305,0.0,0.115,0.707,134.991,4
"6A8NfypDHuwiLWbo4a1yca",New Genesis,Ado,40,-3,-10,JP,2023-11-21,69,false,226813,UTA'S SONGS ONE PIECE FILM RED,2022-08-10,0.49,0.987,7,-2.279,1,0.253,0.049,0.00000324,0.406,0.451,175.064,4
"4UALTBWz0OdQcjbTsjFceV",Cinderella Boy,Saucy Dog,41,0,-2,JP,2023-11-21,52,false,234323,Lazy Sunday,2021-08-25,0.596,0.735,9,-6.362,1,0.0332,0.0748,0.0,0.269,0.524,108.106,4
"1VoTe7qVyqyMNLgZpQeugO",祝福,YOASOBI,42,0,-4,JP,2023-11-21,73,false,192400,THE BOOK 3,2023-10-04,0.543,0.965,4,-2.727,0,0.0905,0.0142,0.0000583,0.366,0.646,170.051,4
"2vMc8rqFmqs7RFi8NDx0CJ",Garden,Fujii Kaze,43,0,-2,JP,2023-11-21,60,false,229333,LOVE ALL SERVE ALL,2022-03-23,0.589,0.527,4,-8.332,1,0.0572,0.0932,0.000337,0.104,0.576,138.023,4
"6wffxmLgeZTbvS1hYvLkht",Tattoo,OFFICIAL HIGE DANDISM,44,0,3,JP,2023-11-21,59,false,288099,Tattoo,2023-04-21,0.481,0.901,0,-5.629,1,0.163,0.0114,0.0,0.314,0.817,194.084,4
"6zjk7Qbwb9DZ4ykUUoqknh",第ゼロ感,"10-FEET",45,-2,1,JP,2023-11-21,71,false,286000,コリンズ,2022-12-14,0.445,0.94,7,-4.16,1,0.175,0.0000277,0.0000134,0.32,0.349,150.082,4
"6twDMJoG8tzwL21LQ3EEtA",Mainstream,BE:FIRST,46,0,3,JP,2023-11-21,77,false,207053,Mainstream,2023-09-13,0.901,0.714,10,-3.918,1,0.125,0.246,0.0,0.0529,0.52,100.011,4
"5sdQOyqq2IDhvmx2lHOpwd",Super Shy,NewJeans,47,0,-5,JP,2023-11-21,91,false,154666,NewJeans 'Super Shy',2023-07-07,0.776,0.817,5,-6.018,0,0.0748,0.18,0.0000344,0.146,0.515,149.921,4
"6x7SB38tuekpu4xpH9OIPY",地球儀 - Spinning Globe,Kenshi Yonezu,48,-2,-5,JP,2023-11-21,76,false,273437,地球儀 - Spinning Globe,2023-07-17,0.642,0.289,10,-11.86,1,0.0472,0.763,0.0,0.0856,0.282,78.004,4
"6rFRQKFyluXEJhM5ANu2XB",Nichijo,OFFICIAL HIGE DANDISM,49,0,-5,JP,2023-11-21,57,false,353340,Nichijo,2023-09-13,0.606,0.708,1,-6.983,1,0.0342,0.0205,0.000183,0.173,0.758,117.982,4
"7jtXjZ3JViUo9M3ogYAapO",燈,Soushi Sakiyama,50,-1,-2,JP,2023-11-21,70,false,239106,i 触れる SAD UFO,2023-08-09,0.645,0.72,5,-4.515,1,0.0355,0.27,0.0,0.277,0.634,127.052,4
"05wb6MEyJeG2z1MVCIXxC8","15 Piani",Sfera Ebbasta,1,0,49,IT,2023-11-21,74,true,206896,X2VR,2023-11-17,0.743,0.548,7,-7.34,0,0.071,0.521,0.0,0.0971,0.381,115.969,4
"0lqGKcPzUX4RO4PYysoLes",G63,Sfera Ebbasta,2,-1,48,IT,2023-11-21,75,true,229253,X2VR,2023-11-17,0.754,0.699,9,-5.498,0,0.0684,0.275,0.0,0.221,0.33,134.117,4
"242NmD3BqOefyiOZQy2MT2",VDLC,Sfera Ebbasta,3,-1,47,IT,2023-11-21,75,true,198260,X2VR,2023-11-17,0.718,0.792,8,-6.047,0,0.0644,0.217,0.0000484,0.244,0.531,91.988,4
"6bN41HjY008ggroMFxNLaa",Calcolatrici,Sfera Ebbasta,4,0,46,IT,2023-11-21,73,true,205524,X2VR,2023-11-17,0.519,0.526,3,-8.203,0,0.455,0.362,0.0,0.0965,0.543,172.441,4
"5WssaPhjCCUFBMk9PpnHYj",Anche Stasera,Sfera Ebbasta,5,0,45,IT,2023-11-21,73,true,217500,X2VR,2023-11-17,0.73,0.663,0,-6.021,0,0.0561,0.147,0.0,0.177,0.389,139.918,4
"2mmbawJFVgPuQhdQpsHsRl","3uphon",Sfera Ebbasta,6,0,44,IT,2023-11-21,73,true,195750,X2VR,2023-11-17,0.678,0.569,5,-7.126,0,0.136,0.357,0.00000971,0.144,0.485,159.965,4
"1w91YxaRwTShkKe4apYf3r",Insta Lova,"Marracash, Guè",17,-1,-13,IT,2023-11-21,79,false,206805,Santeria,2016-06-24,0.69,0.795,1,-6.819,0,0.0759,0.0721,0.0,0.109,0.905,101.071,4
"5B5p5w9QV0QFBsnASmtL24",ROSSOFUOCO,Mida,18,0,8,IT,2023-11-21,70,false,162684,ROSSOFUOCO,2023-11-07,0.452,0.579,2,-5.658,1,0.0755,0.0181,0.0,0.192,0.297,133.899,4
"79gZiOMkdqpBquK2tClkbn",MILANO,"BIA, Sfera Ebbasta, Fivio Foreign",19,-1,-9,IT,2023-11-21,78,true,194675,REALLY HER (INTL DELUXE),2023-09-29,0.8,0.429,1,-13.439,1,0.281,0.0724,0.0,0.356,0.493,143.918,4
"1K9qAxGT4cWUicf2OezSen",VETRI NERI,"AVA, ANNA, Capo Plaza",20,0,-12,IT,2023-11-21,79,true,164776,VETRI NERI,2023-05-19,0.754,0.767,6,-4.98,1,0.0594,0.0763,0.0000479,0.112,0.529,134.084,4
